image,ground_truth_objects,detections,true_positives,false_positives,false_negatives,preprocess_ms,inference_ms,postprocess_ms
images/val/000000000139.jpg,2,1,1,0,1,1.6788437499997144,5.765787499996122,0.9585187500107395
images/val/000000000885.jpg,8,3,3,0,5,1.6788437499997144,5.765787499996122,0.9585187500107395
images/val/000000001000.jpg,12,10,9,1,3,1.6788437499997144,5.765787499996122,0.9585187500107395
images/val/000000001353.jpg,6,5,3,2,3,1.6788437499997144,5.765787499996122,0.9585187500107395
images/val/000000001584.jpg,11,1,1,0,10,1.6788437499997144,5.765787499996122,0.9585187500107395
images/val/000000001761.jpg,5,0,0,0,5,1.6788437499997144,5.765787499996122,0.9585187500107395
images/val/000000002006.jpg,3,2,2,0,1,1.6788437499997144,5.765787499996122,0.9585187500107395
images/val/000000002153.jpg,4,4,4,0,0,1.6788437499997144,5.765787499996122,0.9585187500107395
images/val/000000002431.jpg,2,1,0,1,2,1.6788437499997144,5.765787499996122,0.9585187500107395
images/val/000000002532.jpg,1,2,1,1,0,1.6788437499997144,5.765787499996122,0.9585187500107395
images/val/000000002685.jpg,6,5,4,1,2,1.6788437499997144,5.765787499996122,0.9585187500107395
images/val/000000003553.jpg,1,1,1,0,0,1.6788437499997144,5.765787499996122,0.9585187500107395
images/val/000000004134.jpg,13,8,7,1,6,1.6788437499997144,5.765787499996122,0.9585187500107395
images/val/000000005037.jpg,7,1,1,0,6,1.6788437499997144,5.765787499996122,0.9585187500107395
images/val/000000005529.jpg,1,1,1,0,0,1.6788437499997144,5.765787499996122,0.9585187500107395
images/val/000000006460.jpg,1,1,1,0,0,1.6788437499997144,5.765787499996122,0.9585187500107395
images/val/000000006471.jpg,10,8,8,0,2,1.8201625000102695,4.884437499995897,0.6585999999941805
images/val/000000006771.jpg,8,7,7,0,1,1.8201625000102695,4.884437499995897,0.6585999999941805
images/val/000000006894.jpg,1,1,1,0,0,1.8201625000102695,4.884437499995897,0.6585999999941805
images/val/000000007278.jpg,1,1,1,0,0,1.8201625000102695,4.884437499995897,0.6585999999941805
images/val/000000007281.jpg,10,6,3,3,7,1.8201625000102695,4.884437499995897,0.6585999999941805
images/val/000000007816.jpg,10,5,5,0,5,1.8201625000102695,4.884437499995897,0.6585999999941805
images/val/000000008021.jpg,3,3,3,0,0,1.8201625000102695,4.884437499995897,0.6585999999941805
images/val/000000008211.jpg,2,3,2,1,0,1.8201625000102695,4.884437499995897,0.6585999999941805
images/val/000000008690.jpg,4,2,1,1,3,1.8201625000102695,4.884437499995897,0.6585999999941805
images/val/000000008844.jpg,3,2,2,0,1,1.8201625000102695,4.884437499995897,0.6585999999941805
images/val/000000009378.jpg,9,5,5,0,4,1.8201625000102695,4.884437499995897,0.6585999999941805
images/val/000000009483.jpg,1,2,1,1,0,1.8201625000102695,4.884437499995897,0.6585999999941805
images/val/000000009590.jpg,6,5,5,0,1,1.8201625000102695,4.884437499995897,0.6585999999941805
images/val/000000009769.jpg,3,1,1,0,2,1.8201625000102695,4.884437499995897,0.6585999999941805
images/val/000000009772.jpg,1,1,1,0,0,1.8201625000102695,4.884437499995897,0.6585999999941805
images/val/000000009891.jpg,4,2,2,0,2,1.8201625000102695,4.884437499995897,0.6585999999941805
images/val/000000011149.jpg,2,2,1,1,1,1.782943750001209,4.160849999991001,0.6354937500105962
images/val/000000011197.jpg,5,3,3,0,2,1.782943750001209,4.160849999991001,0.6354937500105962
images/val/000000011511.jpg,4,6,4,2,0,1.782943750001209,4.160849999991001,0.6354937500105962
images/val/000000011699.jpg,3,3,2,1,1,1.782943750001209,4.160849999991001,0.6354937500105962
images/val/000000012120.jpg,13,7,3,4,10,1.782943750001209,4.160849999991001,0.6354937500105962
images/val/000000012670.jpg,13,12,9,3,4,1.782943750001209,4.160849999991001,0.6354937500105962
images/val/000000012748.jpg,2,2,2,0,0,1.782943750001209,4.160849999991001,0.6354937500105962
images/val/000000013177.jpg,1,1,1,0,0,1.782943750001209,4.160849999991001,0.6354937500105962
images/val/000000013201.jpg,1,1,1,0,0,1.782943750001209,4.160849999991001,0.6354937500105962
images/val/000000013348.jpg,6,0,0,0,6,1.782943750001209,4.160849999991001,0.6354937500105962
images/val/000000013729.jpg,4,4,4,0,0,1.782943750001209,4.160849999991001,0.6354937500105962
images/val/000000013774.jpg,1,1,1,0,0,1.782943750001209,4.160849999991001,0.6354937500105962
images/val/000000015660.jpg,1,1,0,1,1,1.782943750001209,4.160849999991001,0.6354937500105962
images/val/000000015956.jpg,1,1,1,0,0,1.782943750001209,4.160849999991001,0.6354937500105962
images/val/000000016249.jpg,5,5,5,0,0,1.782943750001209,4.160849999991001,0.6354937500105962
images/val/000000016451.jpg,1,1,1,0,0,1.782943750001209,4.160849999991001,0.6354937500105962
images/val/000000017207.jpg,1,1,1,0,0,1.6588999999953558,5.065825000002633,0.9110624999948413
images/val/000000017379.jpg,2,0,0,0,2,1.6588999999953558,5.065825000002633,0.9110624999948413
images/val/000000017905.jpg,1,1,1,0,0,1.6588999999953558,5.065825000002633,0.9110624999948413
images/val/000000018150.jpg,2,2,2,0,0,1.6588999999953558,5.065825000002633,0.9110624999948413
images/val/000000018193.jpg,1,1,1,0,0,1.6588999999953558,5.065825000002633,0.9110624999948413
images/val/000000018380.jpg,13,16,11,5,2,1.6588999999953558,5.065825000002633,0.9110624999948413
images/val/000000018837.jpg,6,2,2,0,4,1.6588999999953558,5.065825000002633,0.9110624999948413
images/val/000000019109.jpg,13,3,3,0,10,1.6588999999953558,5.065825000002633,0.9110624999948413
images/val/000000019402.jpg,2,2,2,0,0,1.6588999999953558,5.065825000002633,0.9110624999948413
images/val/000000019432.jpg,1,1,1,0,0,1.6588999999953558,5.065825000002633,0.9110624999948413
images/val/000000020992.jpg,1,1,1,0,0,1.6588999999953558,5.065825000002633,0.9110624999948413
images/val/000000021839.jpg,9,4,4,0,5,1.6588999999953558,5.065825000002633,0.9110624999948413
images/val/000000021879.jpg,4,3,3,0,1,1.6588999999953558,5.065825000002633,0.9110624999948413
images/val/000000021903.jpg,2,3,2,1,0,1.6588999999953558,5.065825000002633,0.9110624999948413
images/val/000000022479.jpg,1,1,1,0,0,1.6588999999953558,5.065825000002633,0.9110624999948413
images/val/000000022705.jpg,1,1,1,0,0,1.6588999999953558,5.065825000002633,0.9110624999948413
images/val/000000022935.jpg,2,2,2,0,0,1.706793749988833,3.70290624999825,0.6823562500102298
images/val/000000023359.jpg,1,1,1,0,0,1.706793749988833,3.70290624999825,0.6823562500102298
images/val/000000023899.jpg,3,3,2,1,1,1.706793749988833,3.70290624999825,0.6823562500102298
images/val/000000024021.jpg,13,8,3,5,10,1.706793749988833,3.70290624999825,0.6823562500102298
images/val/000000025181.jpg,3,2,2,0,1,1.706793749988833,3.70290624999825,0.6823562500102298
images/val/000000025386.jpg,3,2,2,0,1,1.706793749988833,3.70290624999825,0.6823562500102298
images/val/000000025393.jpg,3,2,2,0,1,1.706793749988833,3.70290624999825,0.6823562500102298
images/val/000000025394.jpg,3,3,3,0,0,1.706793749988833,3.70290624999825,0.6823562500102298
images/val/000000025424.jpg,1,1,1,0,0,1.706793749988833,3.70290624999825,0.6823562500102298
images/val/000000025560.jpg,1,0,0,0,1,1.706793749988833,3.70290624999825,0.6823562500102298
images/val/000000025603.jpg,4,3,2,1,2,1.706793749988833,3.70290624999825,0.6823562500102298
images/val/000000026465.jpg,1,1,1,0,0,1.706793749988833,3.70290624999825,0.6823562500102298
images/val/000000026941.jpg,2,1,1,0,1,1.706793749988833,3.70290624999825,0.6823562500102298
images/val/000000027186.jpg,1,1,1,0,0,1.706793749988833,3.70290624999825,0.6823562500102298
images/val/000000028993.jpg,9,2,2,0,7,1.706793749988833,3.70290624999825,0.6823562500102298
images/val/000000029187.jpg,1,2,1,1,0,1.706793749988833,3.70290624999825,0.6823562500102298
images/val/000000029397.jpg,1,1,1,0,0,1.8540062499994292,3.1467312499984246,0.725243749997162
images/val/000000030504.jpg,1,1,1,0,0,1.8540062499994292,3.1467312499984246,0.725243749997162
images/val/000000031118.jpg,13,5,5,0,8,1.8540062499994292,3.1467312499984246,0.725243749997162
images/val/000000031296.jpg,13,10,9,1,4,1.8540062499994292,3.1467312499984246,0.725243749997162
images/val/000000031620.jpg,4,3,2,1,2,1.8540062499994292,3.1467312499984246,0.725243749997162
images/val/000000031817.jpg,5,2,2,0,3,1.8540062499994292,3.1467312499984246,0.725243749997162
images/val/000000032735.jpg,2,2,2,0,0,1.8540062499994292,3.1467312499984246,0.725243749997162
images/val/000000032861.jpg,1,1,1,0,0,1.8540062499994292,3.1467312499984246,0.725243749997162
images/val/000000032901.jpg,5,5,4,1,1,1.8540062499994292,3.1467312499984246,0.725243749997162
images/val/000000032941.jpg,3,2,1,1,2,1.8540062499994292,3.1467312499984246,0.725243749997162
images/val/000000033104.jpg,6,4,4,0,2,1.8540062499994292,3.1467312499984246,0.725243749997162
images/val/000000033221.jpg,10,6,6,0,4,1.8540062499994292,3.1467312499984246,0.725243749997162
images/val/000000033759.jpg,1,1,1,0,0,1.8540062499994292,3.1467312499984246,0.725243749997162
images/val/000000034139.jpg,2,2,2,0,0,1.8540062499994292,3.1467312499984246,0.725243749997162
images/val/000000034417.jpg,6,6,4,2,2,1.8540062499994292,3.1467312499984246,0.725243749997162
images/val/000000035197.jpg,2,2,2,0,0,1.8540062499994292,3.1467312499984246,0.725243749997162
images/val/000000035279.jpg,1,1,1,0,0,1.6512125000076594,2.1826250000032132,0.6080625000066675
images/val/000000036936.jpg,2,2,2,0,0,1.6512125000076594,2.1826250000032132,0.6080625000066675
images/val/000000037751.jpg,1,1,1,0,0,1.6512125000076594,2.1826250000032132,0.6080625000066675
images/val/000000038048.jpg,1,1,1,0,0,1.6512125000076594,2.1826250000032132,0.6080625000066675
images/val/000000038118.jpg,1,1,1,0,0,1.6512125000076594,2.1826250000032132,0.6080625000066675
images/val/000000038210.jpg,2,2,2,0,0,1.6512125000076594,2.1826250000032132,0.6080625000066675
images/val/000000038678.jpg,4,3,3,0,1,1.6512125000076594,2.1826250000032132,0.6080625000066675
images/val/000000038829.jpg,6,5,5,0,1,1.6512125000076594,2.1826250000032132,0.6080625000066675
images/val/000000039484.jpg,13,4,4,0,9,1.6512125000076594,2.1826250000032132,0.6080625000066675
images/val/000000040083.jpg,3,3,3,0,0,1.6512125000076594,2.1826250000032132,0.6080625000066675
images/val/000000042070.jpg,1,0,0,0,1,1.6512125000076594,2.1826250000032132,0.6080625000066675
images/val/000000042528.jpg,1,2,1,1,0,1.6512125000076594,2.1826250000032132,0.6080625000066675
images/val/000000042628.jpg,5,6,5,1,0,1.6512125000076594,2.1826250000032132,0.6080625000066675
images/val/000000043816.jpg,2,3,2,1,0,1.6512125000076594,2.1826250000032132,0.6080625000066675
images/val/000000044279.jpg,2,2,2,0,0,1.6512125000076594,2.1826250000032132,0.6080625000066675
images/val/000000044877.jpg,3,2,2,0,1,1.6512125000076594,2.1826250000032132,0.6080625000066675
images/val/000000045070.jpg,1,1,1,0,0,1.5699374999940119,1.9611875000009604,0.5481375000044864
images/val/000000045550.jpg,7,5,3,2,4,1.5699374999940119,1.9611875000009604,0.5481375000044864
images/val/000000045596.jpg,2,1,0,1,2,1.5699374999940119,1.9611875000009604,0.5481375000044864
images/val/000000046048.jpg,1,0,0,0,1,1.5699374999940119,1.9611875000009604,0.5481375000044864
images/val/000000046252.jpg,3,3,3,0,0,1.5699374999940119,1.9611875000009604,0.5481375000044864
images/val/000000046463.jpg,1,0,0,0,1,1.5699374999940119,1.9611875000009604,0.5481375000044864
images/val/000000046497.jpg,3,4,3,1,0,1.5699374999940119,1.9611875000009604,0.5481375000044864
images/val/000000046872.jpg,2,2,1,1,1,1.5699374999940119,1.9611875000009604,0.5481375000044864
images/val/000000047571.jpg,2,1,1,0,1,1.5699374999940119,1.9611875000009604,0.5481375000044864
images/val/000000047585.jpg,5,4,4,0,1,1.5699374999940119,1.9611875000009604,0.5481375000044864
images/val/000000048153.jpg,1,1,1,0,0,1.5699374999940119,1.9611875000009604,0.5481375000044864
images/val/000000049759.jpg,13,13,11,2,2,1.5699374999940119,1.9611875000009604,0.5481375000044864
images/val/000000050145.jpg,4,2,2,0,2,1.5699374999940119,1.9611875000009604,0.5481375000044864
images/val/000000050326.jpg,1,1,1,0,0,1.5699374999940119,1.9611875000009604,0.5481375000044864
images/val/000000050943.jpg,1,2,1,1,0,1.5699374999940119,1.9611875000009604,0.5481375000044864
images/val/000000051314.jpg,1,1,1,0,0,1.5699374999940119,1.9611875000009604,0.5481375000044864
images/val/000000051610.jpg,1,1,1,0,0,1.5198812500045733,1.9694749999956684,0.5662875000069789
images/val/000000052007.jpg,6,3,3,0,3,1.5198812500045733,1.9694749999956684,0.5662875000069789
images/val/000000052017.jpg,1,0,0,0,1,1.5198812500045733,1.9694749999956684,0.5662875000069789
images/val/000000052891.jpg,6,0,0,0,6,1.5198812500045733,1.9694749999956684,0.5662875000069789
images/val/000000053624.jpg,5,2,2,0,3,1.5198812500045733,1.9694749999956684,0.5662875000069789
images/val/000000053626.jpg,4,4,4,0,0,1.5198812500045733,1.9694749999956684,0.5662875000069789
images/val/000000053909.jpg,1,1,1,0,0,1.5198812500045733,1.9694749999956684,0.5662875000069789
images/val/000000054164.jpg,1,1,1,0,0,1.5198812500045733,1.9694749999956684,0.5662875000069789
images/val/000000054654.jpg,1,1,1,0,0,1.5198812500045733,1.9694749999956684,0.5662875000069789
images/val/000000054931.jpg,1,1,1,0,0,1.5198812500045733,1.9694749999956684,0.5662875000069789
images/val/000000054967.jpg,1,2,1,1,0,1.5198812500045733,1.9694749999956684,0.5662875000069789
images/val/000000055002.jpg,1,0,0,0,1,1.5198812500045733,1.9694749999956684,0.5662875000069789
images/val/000000057760.jpg,13,7,6,1,7,1.5198812500045733,1.9694749999956684,0.5662875000069789
images/val/000000058393.jpg,2,0,0,0,2,1.5198812500045733,1.9694749999956684,0.5662875000069789
images/val/000000058705.jpg,2,2,2,0,0,1.5198812500045733,1.9694749999956684,0.5662875000069789
images/val/000000060090.jpg,5,1,1,0,4,1.5198812500045733,1.9694749999956684,0.5662875000069789
images/val/000000060886.jpg,13,12,11,1,2,1.7294187500027647,1.9683000000014772,0.6622062499985759
images/val/000000060932.jpg,12,9,9,0,3,1.7294187500027647,1.9683000000014772,0.6622062499985759
images/val/000000061268.jpg,1,1,1,0,0,1.7294187500027647,1.9683000000014772,0.6622062499985759
images/val/000000061418.jpg,7,7,7,0,0,1.7294187500027647,1.9683000000014772,0.6622062499985759
images/val/000000061960.jpg,1,1,1,0,0,1.7294187500027647,1.9683000000014772,0.6622062499985759
images/val/000000062353.jpg,6,3,2,1,4,1.7294187500027647,1.9683000000014772,0.6622062499985759
images/val/000000062692.jpg,1,1,1,0,0,1.7294187500027647,1.9683000000014772,0.6622062499985759
images/val/000000063154.jpg,1,1,0,1,1,1.7294187500027647,1.9683000000014772,0.6622062499985759
images/val/000000063965.jpg,1,0,0,0,1,1.7294187500027647,1.9683000000014772,0.6622062499985759
images/val/000000064718.jpg,1,1,1,0,0,1.7294187500027647,1.9683000000014772,0.6622062499985759
images/val/000000064868.jpg,1,1,1,0,0,1.7294187500027647,1.9683000000014772,0.6622062499985759
